created_at,content,lang,username,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Normalization,Translated_Text,Sentiment_Label,Tokenizing,Stopword_Removal,Stemming
Mon May 13 06:08:45 +0000 2024,PRESIDEN BERKANTOR DI IKN JULI 2024 SMART DEFENSE SYSTEM DITERAPKAN TAG: SMK Lingga Kencana Depok #PrayForSumbar Menit #HYBEDivestFromZionism https://t.co/hRWkuiV1mh,in,arfiani1810,PRESIDEN BERKANTOR DI IKN JULI   SMART DEFENSE SYSTEM DITERAPKAN TAG  SMK Lingga Kencana Depok   Menit,PRESIDEN BERKANTOR DI IKN JULI   SMART DEFENSE SYSTEM DITERAPKAN TAG  SMK Lingga Kencana Depok   Menit,PRESIDEN BERKANTOR DI IKN JULI SMART DEFENSE SYSTEM DITERAPKAN TAG  SMK Lingga Kencana Depok Menit,presiden berkantor di ikn juli smart defense system diterapkan tag  smk lingga kencana depok menit,presiden berkantor di ibu kota nusantara juli pintar defense sistem diterapkan tag smk lingga kencana depok menit,"The President has an office in the capital city of the archipelago, the smart defense system, the Tag of SMK Lingga Kencana Depok minutes",Positive,"['presiden', 'berkantor', 'di', 'ibu', 'kota', 'nusantara', 'juli', 'pintar', 'defense', 'sistem', 'diterapkan', 'tag', 'smk', 'lingga', 'kencana', 'depok', 'menit']",presiden berkantor kota nusantara juli pintar defense sistem diterapkan tag smk lingga kencana depok menit,presiden kantor kota nusantara juli pintar defense sistem terap tag smk lingga kencana depok menit
Mon May 13 06:08:44 +0000 2024,IKN untuk ditinggali Orang Cina buat Bayar Hutang Negara ugal-ugalan,in,ArinraCamelia,IKN untuk ditinggali Orang Cina buat Bayar Hutang Negara ugal ugalan,IKN untuk ditinggali Orang Cina buat Bayar Hutang Negara ugal ugalan,IKN untuk ditinggali Orang Cina buat Bayar Hutang Negara ugal ugalan,ikn untuk ditinggali orang cina buat bayar hutang negara ugal ugalan,ibu kota nusantara untuk ditinggali orang cina buat bayar hutang negara ugal ugalan,The capital city of the archipelago to live in the Chinese to pay for the debt of the country,Positive,"['ibu', 'kota', 'nusantara', 'untuk', 'ditinggali', 'orang', 'cina', 'buat', 'bayar', 'hutang', 'negara', 'ugal', 'ugalan']",kota nusantara ditinggali orang cina bayar hutang negara ugal ugalan,kota nusantara tinggal orang cina bayar hutang negara ugal ugalan
Mon May 13 06:08:40 +0000 2024,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/rSYyjuZTGw,in,carispertama,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif  Dukungan terhadap pembangunan Ibu Kota Negara  IKN  yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif  Dukungan terhadap pembangunan Ibu Kota Negara  IKN  yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif  Dukungan terhadap pembangunan Ibu Kota Negara  IKN  yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang,sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif  dukungan terhadap pembangunan ibu kota negara  ikn  yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang,sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif dukungan terhadap pembangunan ibu kota negara ibu kota nusantara yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang,A big step towards a more sustainable and inclusive future support for the construction of the new capital city of the Nusantara Capital City is proof of our commitment to build a strong foundation for future generations,Positive,"['sebuah', 'langkah', 'besar', 'menuju', 'masa', 'depan', 'yang', 'lebih', 'berkesinambungan', 'dan', 'inklusif', 'dukungan', 'terhadap', 'pembangunan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'nusantara', 'yang', 'baru', 'adalah', 'bukti', 'komitmen', 'kita', 'untuk', 'membangun', 'fondasi', 'yang', 'kuat', 'bagi', 'generasi', 'mendatang']",langkah berkesinambungan inklusif dukungan pembangunan kota negara kota nusantara bukti komitmen membangun fondasi kuat generasi,langkah sambung inklusif dukung bangun kota negara kota nusantara bukti komitmen bangun fondasi kuat generasi
Mon May 13 06:08:28 +0000 2024,@DokterTifa Bubarkan IKN mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu,in,carispertama,Bubarkan IKN mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu,Bubarkan IKN mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu,Bubarkan IKN mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu,bubarkan ikn mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu,bubarkan ibu kota nusantara mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu,Disband the capital city of the archipelago better for others who need a big budget,Positive,"['bubarkan', 'ibu', 'kota', 'nusantara', 'mendingan', 'buat', 'yang', 'lain', 'yang', 'lebih', 'membutuhkan', 'anggarannya', 'gede', 'tu']",bubarkan kota nusantara mendingan membutuhkan anggarannya gede,bubar kota nusantara mending butuh anggar gede
Mon May 13 06:07:27 +0000 2024,Driver grab: Kalo IKN jadi Jakarta kosong Bu. Semua PNS pindah. Me: Jakarta itu PNS-nya ga banyak. Banyakan swasta atau wiraswasta. Driver: Tapi nanti IKN mau dibuat kayak Dubai. Me: Pak Emirat itu duit minyaknya ga berseri. Driver: Pokoknya IKN nanti keren! Me: ,in,Malawi_Thom,Driver grab  Kalo IKN jadi Jakarta kosong Bu  Semua PNS pindah  Me  Jakarta itu PNS nya ga banyak  Banyakan swasta atau wiraswasta  Driver  Tapi nanti IKN mau dibuat kayak Dubai  Me  Pak Emirat itu duit minyaknya ga berseri  Driver  Pokoknya IKN nanti keren  Me,Driver grab  Kalo IKN jadi Jakarta kosong Bu  Semua PNS pindah  Me  Jakarta itu PNS nya ga banyak  Banyakan swasta atau wiraswasta  Driver  Tapi nanti IKN mau dibuat kayak Dubai  Me  Pak Emirat itu duit minyaknya ga berseri  Driver  Pokoknya IKN nanti keren  Me,Driver grab  Kalo IKN jadi Jakarta kosong Bu  Semua PNS pindah  Me  Jakarta itu PNS nya ga banyak  Banyakan swasta atau wiraswasta  Driver  Tapi nanti IKN mau dibuat kayak Dubai  Me  Pak Emirat itu duit minyaknya ga berseri  Driver  Pokoknya IKN nanti keren  Me,driver grab  kalo ikn jadi jakarta kosong bu  semua pns pindah  me  jakarta itu pns nya ga banyak  banyakan swasta atau wiraswasta  driver  tapi nanti ikn mau dibuat kayak dubai  me  pak emirat itu duit minyaknya ga berseri  driver  pokoknya ikn nanti keren  me,pengendara grab kalau ibu kota nusantara jadi jakarta kosong bu semua pns pindah me jakarta itu pns nya ga banyak banyakan swasta atau wiraswasta pengendara tapi nanti ibu kota nusantara mau dibuat kayak dubai me pak emirat itu uang minyaknya ga berseri pengendara pokoknya ibu kota nusantara nanti keren me,"Grab motorists if the capital city of the archipelago becomes empty Jakarta, all civil servants moved to Jakarta, the civil servants are not many private or entrepreneurs, but later the capital city of the archipelago will be made like a dubai, the emirat is the oil money, the main motorbike is not the capital, the capital city will be cool",Positive,"['pengendara', 'grab', 'kalau', 'ibu', 'kota', 'nusantara', 'jadi', 'jakarta', 'kosong', 'bu', 'semua', 'pns', 'pindah', 'me', 'jakarta', 'itu', 'pns', 'nya', 'ga', 'banyak', 'banyakan', 'swasta', 'atau', 'wiraswasta', 'pengendara', 'tapi', 'nanti', 'ibu', 'kota', 'nusantara', 'mau', 'dibuat', 'kayak', 'dubai', 'me', 'pak', 'emirat', 'itu', 'uang', 'minyaknya', 'ga', 'berseri', 'pengendara', 'pokoknya', 'ibu', 'kota', 'nusantara', 'nanti', 'keren', 'me']",pengendara grab kota nusantara jakarta kosong bu pns pindah me jakarta pns banyakan swasta wiraswasta pengendara kota nusantara kayak dubai me emirat uang minyaknya berseri pengendara pokoknya kota nusantara keren me,kendara grab kota nusantara jakarta kosong bu pns pindah me jakarta pns banyak swasta wiraswasta kendara kota nusantara kayak dubai me emirat uang minyak seri kendara pokok kota nusantara keren me
Mon May 13 06:07:03 +0000 2024,@dewapuci Dr oz langsung ke IKN mba?,in,tono14045,Dr oz langsung ke IKN mba,Dr oz langsung ke IKN mba,Dr oz langsung ke IKN mba,dr oz langsung ke ikn mba,dari oz langsung ke ibu kota nusantara mbak,"from OZ directly to the capital city of the archipelago, miss",Positive,"['dari', 'oz', 'langsung', 'ke', 'ibu', 'kota', 'nusantara', 'mbak']",oz langsung kota nusantara mbak,oz langsung kota nusantara mbak
Mon May 13 06:06:55 +0000 2024,@68Supriyono @DokterTifa Ia klo waras gitu ..ngapain ikn di garap ngerusak ekosystem paru paru indonesia perlu di jaga ..tpi anggaran dah setengah jln blm yg di korupsi tuh yg dukung matanta suruh melek,in,tono14045,Ia klo waras gitu   ngapain ikn di garap ngerusak ekosystem paru paru indonesia perlu di jaga   tpi anggaran dah setengah jln blm yg di korupsi tuh yg dukung matanta suruh melek,Ia klo waras gitu   ngapain ikn di garap ngerusak ekosystem paru paru indonesia perlu di jaga   tpi anggaran dah setengah jln blm yg di korupsi tuh yg dukung matanta suruh melek,Ia klo waras gitu ngapain ikn di garap ngerusak ekosystem paru paru indonesia perlu di jaga tpi anggaran dah setengah jln blm yg di korupsi tuh yg dukung matanta suruh melek,ia klo waras gitu ngapain ikn di garap ngerusak ekosystem paru paru indonesia perlu di jaga tpi anggaran dah setengah jln blm yg di korupsi tuh yg dukung matanta suruh melek,ia kalau waras gitu sedang apa ibu kota nusantara di garap ngerusak ekosystem paru paru indonesia perlu di jaga tapi anggaran sudah setengah jalan belum yang di korupsi tuh yang dukung matanta suruh melek,"He is if sane is like that, what is the capital city of the archipelago is working on destroying Indonesian lung lung ecosystem needs to be guarded but the budget is halfway that has not been corrupt which supports the matanta to be told to be literate",Negative,"['ia', 'kalau', 'waras', 'gitu', 'sedang', 'apa', 'ibu', 'kota', 'nusantara', 'di', 'garap', 'ngerusak', 'ekosystem', 'paru', 'paru', 'indonesia', 'perlu', 'di', 'jaga', 'tapi', 'anggaran', 'sudah', 'setengah', 'jalan', 'belum', 'yang', 'di', 'korupsi', 'tuh', 'yang', 'dukung', 'matanta', 'suruh', 'melek']",waras gitu kota nusantara garap ngerusak ekosystem paru paru indonesia jaga anggaran jalan korupsi dukung matanta suruh melek,waras gitu kota nusantara garap ngerusak ekosystem paru paru indonesia jaga anggar jalan korupsi dukung matanta suruh melek
Mon May 13 06:06:54 +0000 2024,@ontonowhere @sociotalker Iya dari awal daripada buat bangun IKN mending upgrade fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan.,in,tono14045,Iya dari awal daripada buat bangun IKN mending upgrade fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan,Iya dari awal daripada buat bangun IKN mending upgrade fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan,Iya dari awal daripada buat bangun IKN mending upgrade fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan,iya dari awal daripada buat bangun ikn mending upgrade fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan,iya dari awal daripada buat bangun ibu kota nusantara lebih baik meningkatkan fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan,"yes from the beginning than to build the capital city of the archipelago it is better to increase the capital of the capital of each province, especially public transportation health and education",Positive,"['iya', 'dari', 'awal', 'daripada', 'buat', 'bangun', 'ibu', 'kota', 'nusantara', 'lebih', 'baik', 'meningkatkan', 'fasum', 'ibu', 'kota', 'tiap', 'provinsi', 'terutama', 'transportasi', 'umum', 'kesehatan', 'dan', 'pendidikan']",iya bangun kota nusantara meningkatkan fasum kota provinsi transportasi kesehatan pendidikan,iya bangun kota nusantara tingkat fasum kota provinsi transportasi sehat didik
Mon May 13 06:06:53 +0000 2024,IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara. #IKNNusantara #IndonesiaJaya https://t.co/Sag4NTzc5r,in,tono14045,IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara,IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara,IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara,ikn nusantara adalah awal kejayaan bangsa dan negara,ibu kota nusantara nusantara adalah awal kejayaan bangsa dan negara,The Capital City of the Archipelago Nusantara is the beginning of the glory of the nation and state,Negative,"['ibu', 'kota', 'nusantara', 'nusantara', 'adalah', 'awal', 'kejayaan', 'bangsa', 'dan', 'negara']",kota nusantara nusantara kejayaan bangsa negara,kota nusantara nusantara jaya bangsa negara
Mon May 13 06:05:35 +0000 2024,@ikram_adja IKN kota impian,in,tono14045,IKN kota impian,IKN kota impian,IKN kota impian,ikn kota impian,ibu kota nusantara kota impian,Capital City of Nusantara Dream City,Negative,"['ibu', 'kota', 'nusantara', 'kota', 'impian']",kota nusantara kota impian,kota nusantara kota impi
Mon May 13 06:04:19 +0000 2024,@ikram_adja IKN kota cerdas,in,divaazahratu,IKN kota cerdas,IKN kota cerdas,IKN kota cerdas,ikn kota cerdas,ibu kota nusantara kota cerdas,Capital City of Nusantara Smart City,Positive,"['ibu', 'kota', 'nusantara', 'kota', 'cerdas']",kota nusantara kota cerdas,kota nusantara kota cerdas
Mon May 13 06:03:17 +0000 2024,Kembali lagi di ikn :),in,AchmadShonnyArc,Kembali lagi di ikn,Kembali lagi di ikn,Kembali lagi di ikn,kembali lagi di ikn,kembali lagi di ibu kota nusantara,back again in the capital city of the archipelago,Negative,"['kembali', 'lagi', 'di', 'ibu', 'kota', 'nusantara']",kota nusantara,kota nusantara
Mon May 13 06:03:02 +0000 2024,Kok joko disuruh pindah ke IKN setelah gak menjabat ,in,sanoerifqy23,Kok joko disuruh pindah ke IKN setelah gak menjabat,Kok joko disuruh pindah ke IKN setelah gak menjabat,Kok joko disuruh pindah ke IKN setelah gak menjabat,kok joko disuruh pindah ke ikn setelah gak menjabat,kok joko disuruh pindah ke ibu kota nusantara setelah gak menjabat,how come Joko was told to move to the capital city of the archipelago after not serving,Negative,"['kok', 'joko', 'disuruh', 'pindah', 'ke', 'ibu', 'kota', 'nusantara', 'setelah', 'gak', 'menjabat']",joko disuruh pindah kota nusantara menjabat,joko suruh pindah kota nusantara jabat
Mon May 13 06:01:33 +0000 2024,Heru ditugaskan memang untuk merusak jakarta biar orang memaklumi IKN.,in,brokxoli,Heru ditugaskan memang untuk merusak jakarta biar orang memaklumi IKN,Heru ditugaskan memang untuk merusak jakarta biar orang memaklumi IKN,Heru ditugaskan memang untuk merusak jakarta biar orang memaklumi IKN,heru ditugaskan memang untuk merusak jakarta biar orang memaklumi ikn,heru ditugaskan memang untuk merusak jakarta biar orang memaklumi ibu kota nusantara,Heru was assigned to damage Jakarta to make people understand the capital city of the archipelago,Negative,"['heru', 'ditugaskan', 'memang', 'untuk', 'merusak', 'jakarta', 'biar', 'orang', 'memaklumi', 'ibu', 'kota', 'nusantara']",heru ditugaskan merusak jakarta biar orang memaklumi kota nusantara,heru tugas rusak jakarta biar orang maklum kota nusantara
Mon May 13 06:01:31 +0000 2024,UAE Investasi Solar Panel di IKN Nusantara. https://t.co/Eh9nCBE2H0,in,brokxoli,UAE Investasi Solar Panel di IKN Nusantara,UAE Investasi Solar Panel di IKN Nusantara,UAE Investasi Solar Panel di IKN Nusantara,uae investasi solar panel di ikn nusantara,uae investasi solar panel di ibu kota nusantara nusantara,UAE Investment Solar Panel in the Capital City of the Archipelago Nusantara,Negative,"['uae', 'investasi', 'solar', 'panel', 'di', 'ibu', 'kota', 'nusantara', 'nusantara']",uae investasi solar panel kota nusantara nusantara,uae investasi solar panel kota nusantara nusantara
Mon May 13 06:01:30 +0000 2024,@Tatarori80 IKN kota ramah lingkungan,in,brokxoli,IKN kota ramah lingkungan,IKN kota ramah lingkungan,IKN kota ramah lingkungan,ikn kota ramah lingkungan,ibu kota nusantara kota ramah lingkungan,ibu kota nusantara kota ramah lingkungan,Negative,"['ibu', 'kota', 'nusantara', 'kota', 'ramah', 'lingkungan']",kota nusantara kota ramah lingkungan,kota nusantara kota ramah lingkung
Mon May 13 06:01:22 +0000 2024,@gilang_ahm31272 Bahaya nih....bisa2 ibu2 hamil di IKN bakal di kasi asam sulfat Ama si samsul,in,brokxoli,Bahaya nih    bisa  ibu  hamil di IKN bakal di kasi asam sulfat Ama si samsul,Bahaya nih    bisa  ibu  hamil di IKN bakal di kasi asam sulfat Ama si samsul,Bahaya nih bisa  ibu  hamil di IKN bakal di kasi asam sulfat Ama si samsul,bahaya nih bisa  ibu  hamil di ikn bakal di kasi asam sulfat ama si samsul,bahaya ini bisa ibu hamil di ibu kota nusantara bakal di kasih asam sulfat sama si samsul,This danger can be pregnant women in the capital city of the archipelago will be given sulfuric acid with samsul,Positive,"['bahaya', 'ini', 'bisa', 'ibu', 'hamil', 'di', 'ibu', 'kota', 'nusantara', 'bakal', 'di', 'kasih', 'asam', 'sulfat', 'sama', 'si', 'samsul']",bahaya hamil kota nusantara kasih asam sulfat samsul,bahaya hamil kota nusantara kasih asam sulfat samsul
Mon May 13 06:01:14 +0000 2024,Pindah ke IKN oke ga yah?,in,brokxoli,Pindah ke IKN oke ga yah,Pindah ke IKN oke ga yah,Pindah ke IKN oke ga yah,pindah ke ikn oke ga yah,pindah ke ibu kota nusantara oke ga yah,move to the capital city of the archipelago okay or not,Positive,"['pindah', 'ke', 'ibu', 'kota', 'nusantara', 'oke', 'ga', 'yah']",pindah kota nusantara oke,pindah kota nusantara oke
Mon May 13 06:01:12 +0000 2024,@MlayuTerus @DokterTifa Pas supaya ada pejabat negara yang ngantor di ikn. Dia disana kan emban hasil kerja bapak e,in,brokxoli,Pas supaya ada pejabat negara yang ngantor di ikn  Dia disana kan emban hasil kerja bapak e,Pas supaya ada pejabat negara yang ngantor di ikn  Dia disana kan emban hasil kerja bapak e,Pas supaya ada pejabat negara yang ngantor di ikn  Dia disana kan emban hasil kerja bapak e,pas supaya ada pejabat negara yang ngantor di ikn  dia disana kan emban hasil kerja bapak e,pas supaya ada pejabat negara yang ngantor di ibu kota nusantara dia disana kan emban hasil kerja bapak e,"Pas so that there are state officials who are working in the capital city of the archipelago, there is an entry of the work of Mr. E",Negative,"['pas', 'supaya', 'ada', 'pejabat', 'negara', 'yang', 'ngantor', 'di', 'ibu', 'kota', 'nusantara', 'dia', 'disana', 'kan', 'emban', 'hasil', 'kerja', 'bapak', 'e']",pas pejabat negara ngantor kota nusantara disana emban hasil kerja e,pas jabat negara ngantor kota nusantara sana emban hasil kerja e
Mon May 13 06:01:05 +0000 2024,@DokterTifa Jokowi sendiri yg blg surat tanah bole di sekolahin bole jadi surat2 tanah IKN mau di skolahin juga untuk nambal byr utang,in,Zefanadinda,Jokowi sendiri yg blg surat tanah bole di sekolahin bole jadi surat  tanah IKN mau di skolahin juga untuk nambal byr utang,Jokowi sendiri yg blg surat tanah bole di sekolahin bole jadi surat  tanah IKN mau di skolahin juga untuk nambal byr utang,Jokowi sendiri yg blg surat tanah bole di sekolahin bole jadi surat  tanah IKN mau di skolahin juga untuk nambal byr utang,jokowi sendiri yg blg surat tanah bole di sekolahin bole jadi surat  tanah ikn mau di skolahin juga untuk nambal byr utang,jokowi sendiri yang bilang surat tanah boleh di sekolahin boleh jadi surat tanah ibu kota nusantara mau di skolahin juga untuk nambal bayar utang,Jokowi himself said that the land certificate may be at school may be the land certificate of the Capital City of the Archipelago to be in the school as well as to patch up the debt,Negative,"['jokowi', 'sendiri', 'yang', 'bilang', 'surat', 'tanah', 'boleh', 'di', 'sekolahin', 'boleh', 'jadi', 'surat', 'tanah', 'ibu', 'kota', 'nusantara', 'mau', 'di', 'skolahin', 'juga', 'untuk', 'nambal', 'bayar', 'utang']",jokowi bilang surat tanah sekolahin surat tanah kota nusantara skolahin nambal bayar utang,jokowi bilang surat tanah sekolahin surat tanah kota nusantara skolahin nambal bayar utang
Mon May 13 06:00:34 +0000 2024,Jadwal dan Formasi CPNS 2024 Lengkap Link Daftar Ada 225.000 Formasi untuk Penempatan di IKN Kaltim https://t.co/dAZqGF8RJv lewat @tribunnews,in,Malawi_Thom,Jadwal dan Formasi CPNS   Lengkap Link Daftar Ada     Formasi untuk Penempatan di IKN Kaltim   lewat,Jadwal dan Formasi CPNS   Lengkap Link Daftar Ada     Formasi untuk Penempatan di IKN Kaltim   lewat,Jadwal dan Formasi CPNS Lengkap Link Daftar Ada Formasi untuk Penempatan di IKN Kaltim lewat,jadwal dan formasi cpns lengkap link daftar ada formasi untuk penempatan di ikn kaltim lewat,jadwal dan formasi cpns lengkap link daftar ada formasi untuk penempatan di ibu kota nusantara kaltim lewat,Complete CPNS Schedule and Formation Link List There is a formation for placement in the capital city of East Kalimantan,Positive,"['jadwal', 'dan', 'formasi', 'cpns', 'lengkap', 'link', 'daftar', 'ada', 'formasi', 'untuk', 'penempatan', 'di', 'ibu', 'kota', 'nusantara', 'kaltim', 'lewat']",jadwal formasi cpns lengkap link daftar formasi penempatan kota nusantara kaltim,jadwal formasi cpns lengkap link daftar formasi tempat kota nusantara kaltim
Mon May 13 06:00:17 +0000 2024,Bisa ga sih dana yg akan Tuan alokasikan bt memorial park IKN arahkan dl ke jembatan² rusak seperti ini Tuan?!? Jika msh berat Tuan memikirkan Rakyat bolehkah Rakyatpun menolak membayar Pajak!!? Semoga pulas tidurmu Tuan!!,in,brokxoli,Bisa ga sih dana yg akan Tuan alokasikan bt memorial park IKN arahkan dl ke jembatan² rusak seperti ini Tuan    Jika msh berat Tuan memikirkan Rakyat bolehkah Rakyatpun menolak membayar Pajak    Semoga pulas tidurmu Tuan,Bisa ga sih dana yg akan Tuan alokasikan bt memorial park IKN arahkan dl ke jembatan rusak seperti ini Tuan    Jika msh berat Tuan memikirkan Rakyat bolehkah Rakyatpun menolak membayar Pajak    Semoga pulas tidurmu Tuan,Bisa ga sih dana yg akan Tuan alokasikan bt memorial park IKN arahkan dl ke jembatan rusak seperti ini Tuan Jika msh berat Tuan memikirkan Rakyat bolehkah Rakyatpun menolak membayar Pajak Semoga pulas tidurmu Tuan,bisa ga sih dana yg akan tuan alokasikan bt memorial park ikn arahkan dl ke jembatan rusak seperti ini tuan jika msh berat tuan memikirkan rakyat bolehkah rakyatpun menolak membayar pajak semoga pulas tidurmu tuan,bisa ga sih dana yang akan tuan alokasikan buat memorial park ibu kota nusantara arahkan dulu ke jembatan rusak seperti ini tuan jika masih berat tuan memikirkan rakyat bolehkah rakyatpun menolak membayar pajak semoga pulas tidurmu tuan,"can the funds be allocated for the memorial park of the capital city of the archipelago, point first to a damaged bridge like this, sir, if it is still hard to think of the people, can the people refuse to pay taxes.",Negative,"['bisa', 'ga', 'sih', 'dana', 'yang', 'akan', 'tuan', 'alokasikan', 'buat', 'memorial', 'park', 'ibu', 'kota', 'nusantara', 'arahkan', 'dulu', 'ke', 'jembatan', 'rusak', 'seperti', 'ini', 'tuan', 'jika', 'masih', 'berat', 'tuan', 'memikirkan', 'rakyat', 'bolehkah', 'rakyatpun', 'menolak', 'membayar', 'pajak', 'semoga', 'pulas', 'tidurmu', 'tuan']",dana tuan alokasikan memorial park kota nusantara arahkan jembatan rusak tuan berat tuan memikirkan rakyat rakyatpun menolak membayar pajak semoga pulas tidurmu tuan,dana tuan alokasi memorial park kota nusantara arah jembatan rusak tuan berat tuan pikir rakyat rakyat tolak bayar pajak moga pulas tidur tuan
Mon May 13 06:00:15 +0000 2024,@ Orangutan conservation IKN https://t.co/EHXWZuKWpu,in,brokxoli,Orangutan conservation IKN,Orangutan conservation IKN,Orangutan conservation IKN,orangutan conservation ikn,orangutan conservation ibu kota nusantara,Orangutan Conservation of the Capital City of the Archipelago,Negative,"['orangutan', 'conservation', 'ibu', 'kota', 'nusantara']",orangutan conservation kota nusantara,orangutan conservation kota nusantara
Mon May 13 06:00:14 +0000 2024,@DokterTifa Jelas sudah ya.... gobloknya ga habis habis.... Masih yakin ama IKN,in,brokxoli,Jelas sudah ya     gobloknya ga habis habis     Masih yakin ama IKN,Jelas sudah ya     gobloknya ga habis habis     Masih yakin ama IKN,Jelas sudah ya gobloknya ga habis habis Masih yakin ama IKN,jelas sudah ya gobloknya ga habis habis masih yakin ama ikn,jelas sudah iya gobloknya ga habis habis masih yakin sama ibu kota nusantara,"Obviously the stupid is not finished, still sure of the capital city of the archipelago",Negative,"['jelas', 'sudah', 'iya', 'gobloknya', 'ga', 'habis', 'habis', 'masih', 'yakin', 'sama', 'ibu', 'kota', 'nusantara']",iya gobloknya habis habis kota nusantara,iya goblok habis habis kota nusantara
Mon May 13 06:00:12 +0000 2024,Siap-Siap pindah ibu kota! Sebagian proyek pembangunan IKN Nusantara sudah rampung #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/R58JVS8bXV,in,brokxoli,Siap Siap pindah ibu kota  Sebagian proyek pembangunan IKN Nusantara sudah rampung,Siap Siap pindah ibu kota  Sebagian proyek pembangunan IKN Nusantara sudah rampung,Siap Siap pindah ibu kota  Sebagian proyek pembangunan IKN Nusantara sudah rampung,siap siap pindah ibu kota  sebagian proyek pembangunan ikn nusantara sudah rampung,siap siap pindah ibu kota sebagian proyek pembangunan ibu kota nusantara nusantara sudah selesai,Ready to Move the Capital City Most of the Capital City Development Project Nusantara Nusantara has been completed,Positive,"['siap', 'siap', 'pindah', 'ibu', 'kota', 'sebagian', 'proyek', 'pembangunan', 'ibu', 'kota', 'nusantara', 'nusantara', 'sudah', 'selesai']",pindah kota proyek pembangunan kota nusantara nusantara selesai,pindah kota proyek bangun kota nusantara nusantara selesai
Mon May 13 06:00:06 +0000 2024,@DokterTifa Ini yg buat ikn dan yg menyetujui ikn pada ngedabrus.,in,brokxoli,Ini yg buat ikn dan yg menyetujui ikn pada ngedabrus,Ini yg buat ikn dan yg menyetujui ikn pada ngedabrus,Ini yg buat ikn dan yg menyetujui ikn pada ngedabrus,ini yg buat ikn dan yg menyetujui ikn pada ngedabrus,ini yang buat ibu kota nusantara dan yang menyetujui ibu kota nusantara pada ngedabrus,This is what for the capital city of the archipelago and who approved the capital city of the archipelago,Negative,"['ini', 'yang', 'buat', 'ibu', 'kota', 'nusantara', 'dan', 'yang', 'menyetujui', 'ibu', 'kota', 'nusantara', 'pada', 'ngedabrus']",kota nusantara menyetujui kota nusantara ngedabrus,kota nusantara tuju kota nusantara ngedabrus
